Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
288,-0.598819546,0.073253539,-0.113786119,-2.315188965,1.644381842,4.389522162,3.174202838,-1.032389855,0.673033403,0.892547877,0.386672552,-0.9291098,-0.215278529,-1.213701623,0.832917217,0.361298551,-1.778134095,-0.320266873,-0.003901987,-0.104450452,-0.588539279,-0.4964726,-0.276571031,1.069601577,-0.629077672,0.401503224,-1.346577772,-1.228507118,380.95,0
238,-0.992403869,1.62659146,0.960247699,0.091998678,-0.237962949,-0.550796475,0.108648546,-0.378489746,-0.69448027,-0.745466071,0.339333419,0.937414995,1.214786632,-0.26505983,0.942094621,0.071852575,0.57162885,-0.781083299,-0.600783143,-0.13386377,0.602089748,-0.693278327,0.209737182,0.36506777,-0.195155186,0.086514259,0.183660533,0.043363695,8.99,0
478,-0.39436394,0.962488927,1.164111305,-0.110028409,0.221215518,-0.526324365,0.505039916,0.14774288,-0.499457133,-0.311498738,1.049040936,0.055268911,-0.754753359,-0.081797714,0.312033559,0.712748003,-0.312042726,0.56845568,0.328515114,0.091281055,-0.240068779,-0.709400244,-0.051337328,-0.07123996,-0.173978438,0.077661031,0.234552587,0.083874813,1.79,0
411,0.238849265,0.241701892,0.369160517,-2.124041227,-0.172507582,-0.838344862,0.183133473,-0.92144925,0.517945477,-1.215037849,1.9202565,1.44127412,-0.222390941,0.769624358,0.665069189,-0.776718204,-0.036660169,-0.352461245,0.241211829,-0.268390117,0.846543762,0.047365248,-0.162209812,0.284052803,0.773004322,-0.034858476,0.153185473,0.207923528,10.0,0
269,-0.334463053,0.826789327,2.207683,0.470566496,-0.534082396,-0.702738988,0.286891202,-0.039518014,-0.39830363,-0.366167288,-0.069392757,0.225014055,0.565925145,-0.057278812,1.364111564,0.080468182,-0.193560016,-0.02886246,0.374793854,0.083823107,0.053746221,0.174343059,0.01081489,0.735724795,-0.622745184,0.219987378,0.131555959,0.152585571,6.47,0
259,1.095067418,-0.014392712,1.408552105,1.266545955,-0.944750549,0.029577856,-0.598514656,0.175290621,0.48523098,-0.059239308,1.2399886,1.703944421,0.789333518,-0.325086572,-0.633020578,0.174004833,-0.474895384,0.259108435,-0.004693564,-0.072112865,0.01310708,0.248009414,-0.002563725,0.570099686,0.387136518,-0.442319387,0.074530611,0.03221469,9.99,0
50,-0.57152075,1.071600449,1.28011025,0.542780003,0.574438987,-0.259359266,1.061148415,-0.410971968,-0.179130181,1.003500658,1.062382268,0.159422388,-0.289860314,0.005804746,0.460440953,-0.221035265,-0.775852455,0.657023315,0.807582919,0.354730635,0.00355852,0.561240486,-0.19928672,0.001387389,-0.179529952,-0.374115726,0.071641454,-0.175510469,9.79,0
50,-0.671708548,0.594502594,0.216415944,-0.867310639,2.966908301,3.632494874,0.563295075,0.673025597,-0.188766144,-0.404378292,-0.699710626,-0.184142609,-0.426813034,-0.183001108,-0.747731683,-0.037707579,-0.866459638,-0.00725732,-0.160432044,-0.002784334,-0.136440967,-0.300362026,-0.331691623,0.996382471,0.502469492,-0.518043048,-0.208275755,-0.116048406,14.8,0
375,-0.837689399,0.777697548,1.841251908,3.056891684,0.303627257,0.615334509,0.531503581,-0.081955234,-0.522526744,1.149724997,-0.692305561,-0.219451806,-0.064181949,-0.473905555,0.119392546,-1.014120008,0.596687496,-0.637465522,0.826731026,0.03200224,-0.070068506,0.556788018,0.217680954,0.100721259,-0.332478928,0.252525567,0.138864823,-0.085151907,29.18,0
457,-0.469790196,-0.009723488,1.759078994,-0.086506216,-0.50893966,0.757607214,0.256744326,0.208422033,0.414208248,-0.851158936,-1.041644735,0.629804463,1.024226948,-0.774699791,-0.011694153,-0.649469316,0.400604849,-0.71316489,1.084289398,0.367977336,-0.030372745,0.050121457,0.248683244,-0.373362041,-0.7257091,0.992874209,0.106657607,0.160211425,121.48,0
37,1.295667621,0.341483451,0.081505199,0.56674607,-0.110458773,-0.766324793,0.073154903,-0.168304138,0.07183711,-0.281043994,-0.549533939,0.049093162,0.303950023,-0.316750192,1.134897205,0.635909577,-0.199763166,-0.122051064,0.004516182,-0.065983383,-0.323607229,-0.929781372,0.063808806,-0.193565115,0.287574218,0.127880985,-0.023731193,0.025199673,0.99,0
44,-0.714764019,0.514968589,1.821675627,0.616433633,0.848775615,-0.111938137,1.505617082,-0.798167298,0.244756559,0.264554167,-1.108114043,-0.359860225,-0.163471395,-0.783996855,-0.367152827,-0.65311889,-0.504299997,-0.26056036,0.435251052,0.107321716,-0.220075388,-0.01784471,-0.431938292,-0.130458459,0.337158592,-0.440041535,-0.674526157,-0.473217566,59.9,0
215,1.087791655,-0.143548188,1.374291017,1.28739919,-1.10064226,-0.017109546,-0.705609123,0.266580257,0.73536823,-0.011940569,0.959388031,0.825931515,-0.863981013,0.004954077,-0.452153906,0.251123165,-0.379484867,0.461532027,0.004879763,-0.172534083,-0.003904289,0.112284764,0.014104496,0.512267929,0.329601652,-0.436531407,0.063249858,0.029066572,12.99,0
140,1.175477978,0.167881283,0.509908525,0.452332378,-0.215763033,-0.192103789,-0.10540372,0.068516849,-0.249733437,0.053142732,1.737926861,1.253325071,0.419214819,0.422533743,0.560529053,0.197461933,-0.407984599,-0.520951034,-0.188320467,-0.101553775,-0.176147003,-0.500566172,0.151262949,0.01834697,0.122002842,0.106306809,-0.014936876,0.005770927,1.29,0
307,-2.658288445,-3.014776275,2.271635938,-1.218203746,1.546541375,-1.682063566,-1.524913271,0.088425222,-0.761265909,0.621252886,0.671972657,0.044639099,0.019231117,-0.295525279,0.135417494,-0.394039204,-0.980390215,1.979490293,-1.147409668,-0.017064877,-0.212736023,-0.587618199,0.320803671,-0.013226934,-0.23377215,0.742312503,-0.505255725,0.39405277,52.9,0
288,1.268068763,0.28583165,-0.147276025,1.047741726,0.67211544,0.656656256,0.138314673,-0.010785448,0.158270869,-0.166168994,-1.531167329,0.871081072,1.6248513,-0.319368704,-0.157591231,-0.385908135,-0.331838627,-0.707136534,0.150423263,-0.051827753,-0.17762695,-0.189526077,-0.251549307,-1.26623557,0.90189869,-0.230844609,0.048270701,0.004763759,6.54,0
460,-0.73572277,1.280291154,1.113868261,1.09077388,0.565824826,0.615339416,0.572713029,0.203275028,-0.613854115,-0.303758092,-1.151570192,0.730029658,1.556613618,-0.238002272,0.151024185,-1.01377739,0.321403185,-0.586643603,1.096323221,0.076541375,-0.043853841,0.188160609,-0.345302617,-0.708607128,0.270183143,-0.182807671,-0.26098737,-0.185368182,13.49,0
379,-1.896099252,-1.829046182,1.181222142,3.897845796,-1.686468705,1.976370755,-0.56410723,-2.40046491,-0.979201821,-0.284723547,0.284799423,0.592318944,-0.653926139,0.510773223,-0.545063692,0.309555464,0.259246565,0.660470305,0.978842525,2.538636196,-0.936346052,-0.516625797,-0.911681722,0.025105641,0.65669918,0.200867802,-0.088993678,0.339813926,881.13,0
356,1.586092522,-1.169090734,-1.350476708,-2.504579946,1.106389336,3.135281691,-1.351528738,0.690932116,-2.090697434,1.523080007,-0.246097975,-1.06161533,0.466127462,-0.092296784,0.684725301,-0.190604933,0.044771226,0.39335432,0.128788919,-0.20272267,-0.200366156,-0.325402427,-0.071104246,0.996898296,0.681092671,-0.100189962,0.022118296,0.009259482,15.0,0
555,-0.953029555,1.274549263,1.835506055,0.833733713,0.019393028,-0.103386967,0.833451369,-0.242794658,-0.075904725,0.636212189,1.329682128,1.17437929,0.497125517,-0.448920013,-0.78920485,-0.81098502,-0.155753766,-0.011146965,1.080576799,0.237896924,-0.143524777,0.138945079,-0.237128922,0.562703047,-0.068518997,-0.540692757,-0.627312162,-0.550222645,11.22,0
415,-0.687157827,0.886271167,1.805077014,1.33774152,1.027125895,-0.517470018,1.09107076,-0.154526378,-1.510994081,0.415641812,1.111937344,0.469677319,-0.03315868,0.241555373,-1.008202986,0.913401027,-1.203573602,-0.274804001,-1.014585088,0.021980157,-0.330226302,-1.116934457,0.21204245,0.224770487,-0.648440632,-0.757446555,-0.085293741,-0.067073619,24.02,0
472,-3.043540624,-3.157307121,1.08846278,2.288643618,1.35980513,-1.064822523,0.325574266,-0.067793653,-0.270952836,-0.838586565,-0.414575448,-0.50314086,0.676501545,-1.692028933,2.000634839,0.666779696,0.599717414,1.725321007,0.28334483,2.102338793,0.661695925,0.435477209,1.375965743,-0.293803153,0.279798032,-0.145361715,-0.252773123,0.035764225,529.0,1
472,1.017054969,-0.185048783,1.181666067,1.073490204,-0.550586426,0.971826768,-0.806451931,0.484792244,0.517268097,-0.060123955,1.446990443,1.19801346,-0.070890784,0.006577366,0.432215271,-0.149872874,-0.090841394,-0.195277245,-0.870040664,-0.164292863,0.239286567,0.875847991,-0.053457579,-0.269918491,0.328906924,-0.217332072,0.096207619,0.020796223,17.57,0
580,1.267030288,-0.071113542,0.037680489,0.512683226,0.242391583,0.705212477,-0.226581594,0.109482807,0.657564537,-0.276917772,-1.731615029,0.353942246,0.640629838,-0.354726378,-0.075235937,-0.241936026,-0.178459086,-0.616666831,0.35214989,-0.06698994,-0.164468136,-0.177225223,-0.222918293,-1.245504755,0.678360338,0.525059338,0.002920467,-0.003333233,12.36,0
259,-0.942940341,0.206074136,1.625992033,1.108391572,0.8758379,-1.215716315,0.271172621,-0.089238369,-0.755539161,-0.26172915,-0.378812347,0.119446955,0.453332666,0.258750399,1.138746762,-0.331053068,-0.146362628,0.06349228,0.460361871,0.311898358,0.150837698,0.188497047,-0.14863678,0.407169538,0.644706714,-0.193470324,-0.028919585,0.00532277,20.17,0
268,1.146065394,0.285853394,0.562438674,1.459336137,-0.225890773,-0.346302633,0.131987577,-0.085178877,0.136365128,-0.149999068,-0.09610002,1.102136388,0.686087249,-0.089169308,-0.213955766,-0.859372856,0.331942675,-1.192119144,-0.495748975,-0.148534056,-0.071472989,0.076177369,-0.030566689,0.444843265,0.650036517,-0.335735765,0.046371828,0.020898982,6.54,0
221,-0.342871277,-0.199545805,1.976352578,-0.003494934,-1.170365599,0.883500932,-0.151879286,0.160105718,0.137973356,-0.060121656,-2.201009463,0.852035106,1.478893322,-1.653727065,-2.750145065,-1.814001872,-0.021557592,1.102767148,-1.018303545,-0.572161856,-0.313443189,0.086207298,0.10960035,-0.098950647,-0.943009394,-0.618657205,0.253306203,0.240271463,99.82,0
135,-0.54188941,0.907744834,0.941841931,0.993747888,0.844723948,0.360279963,0.761736832,-0.222477053,0.179747696,0.408008155,-2.061908155,-0.71990403,-0.367007292,-0.28650681,0.180705099,-0.593469378,-0.25066099,0.230033158,1.633690689,0.146139609,-0.203112395,-0.122943687,-0.438461573,-0.996350433,0.09379569,-0.216345753,0.015375399,-0.03849078,23.57,0
279,-0.85706252,0.204627008,2.186984767,-0.04558938,0.472689256,-0.187450055,0.435892422,0.010475129,-0.182090531,-0.369532838,0.599525509,0.285635911,-0.803135139,-0.103033292,-0.835167712,-0.084479034,-0.353418014,0.105380713,0.928780621,0.175356396,-0.237292728,-0.61172404,-0.190795744,0.003335622,0.212665732,0.29566419,-0.175260143,-0.165614292,19.29,0
353,0.150998914,-3.002119874,0.824301406,0.231721086,-2.621415263,0.128843083,-0.755233269,0.09595558,0.638218706,0.096462297,-1.221419517,-0.993401341,-1.331911432,-0.75366868,-0.565549542,0.934498499,0.805874339,-0.950142236,0.640846634,1.180050225,0.52171897,0.320296979,-0.591253399,0.447557233,0.16408041,-0.131896902,-0.047546926,0.130266352,611.76,0
280,0.878794493,-0.266909198,0.409706011,1.509808074,-0.487798048,0.376829476,-0.389288343,0.33136114,0.702727615,-0.574106367,1.111967187,0.599725186,-1.234587532,-1.028018411,-0.780626425,-0.081814287,0.97970005,0.385091634,-0.240107937,-0.001707997,0.025055821,0.110526605,-0.191237157,-0.059199193,0.504350122,-0.271526148,0.059099556,0.053500821,109.15,0
384,0.450789665,-2.168532687,-0.824039454,-0.351020593,-0.98403313,-0.079024459,0.274408704,-0.183159236,-0.949651213,0.5801427,0.070217017,0.008289176,-0.4092444,0.421210061,-0.538527664,-1.248464079,-0.195415887,1.56371475,-0.003321776,0.517926231,-0.157792202,-1.057971431,-0.55917046,-0.46940444,0.310074723,1.076462618,-0.173558408,0.065210028,510.22,0
355,1.085840189,0.126685611,0.498971955,1.333699555,-0.199128816,0.032644469,-0.015573605,0.116090545,0.015999054,0.038632614,1.343920456,1.28560962,-0.249603064,0.277133182,-0.807816078,-0.584436585,0.087007323,-0.546731385,-0.15830097,-0.162853422,-0.029953279,0.087509137,-0.059209264,0.245500857,0.601876313,-0.344060845,0.034198842,0.009880143,19.64,0
237,1.260247838,-0.020171924,-1.16438654,0.26625144,2.184886405,3.607421198,-0.436996595,0.848744528,0.172270917,-0.01901315,-0.542311282,0.236194242,-0.222535111,0.191842275,-0.15095875,-0.101089256,-0.510785081,-0.076002045,0.363062716,-0.035543494,-0.182468888,-0.481652927,-0.128006069,1.009958623,0.892620611,-0.326798433,0.025039025,0.012734637,9.99,0
121,-0.868565326,0.684978078,2.013745177,0.126390269,-0.493158041,-0.320478036,0.373577105,-0.080500675,0.900231125,0.194338065,-0.996343568,-0.566134914,-1.13535696,-0.553999201,0.016221897,-0.205851131,-0.163264126,0.07844803,0.077838106,0.177090196,0.027273389,0.573843062,-0.252014325,0.431533378,-0.137521044,0.423220587,0.180521111,0.044404312,29.99,0
503,0.860544593,-0.747804385,-0.955150631,-1.124055538,0.186536255,-0.385942163,0.703442955,-0.282689455,0.482599987,-0.935486338,0.655059179,1.618951052,1.38109369,0.509031304,0.724308923,-0.143893963,-0.912888945,0.290345161,1.51673603,0.546757112,-0.236278898,-1.185202653,-0.329843656,-1.027355117,0.613308447,-0.979856894,-0.018398347,0.046620973,268.93,0
283,-0.529995755,0.766553613,1.759393427,-1.160073914,-0.501039671,-1.404512588,0.679279031,-0.242593704,0.520867783,-0.117279871,-3.2e-05,-0.320075008,-0.886311371,-0.176522503,0.606221065,0.426544297,-0.568054205,-0.496516186,-0.982597608,0.138236319,-0.163030547,-0.219407606,0.016959334,0.934128478,-0.327383472,0.668478861,0.114264185,-0.091384806,2.31,0
484,-0.928087753,0.39819407,1.74113125,0.182672744,0.966386863,-0.901003797,0.879016073,-0.156589871,-0.142117461,-0.57477527,-0.478181307,-0.426852484,-1.493425843,0.187920732,-0.282355216,-0.648149999,-0.019449062,-0.782172208,-1.194998469,-0.118283445,0.066353416,0.281377527,-0.257966139,0.385383833,0.391117133,-0.453853317,-0.104448024,-0.125765409,1.0,1
512,-0.65614726,0.501881136,1.532600849,-1.319885805,-0.186189497,-0.897731047,1.191645696,-0.191943482,-0.211755983,-0.371120673,1.347577605,0.117018291,-1.1487381,0.288870591,-0.278430411,0.520704167,-0.808279961,-0.044113648,-0.347757005,0.200873584,-0.130362361,-0.374357985,0.112818599,0.526267097,-0.406442915,0.597938459,0.046437038,-0.055101234,80.0,0
459,1.294157337,1.132084249,-2.148605138,1.230031072,1.447894134,-0.767675509,0.575634926,-0.094475277,-0.454617146,-1.349215388,1.145807179,-0.796739007,-1.050166154,-3.050235203,0.58474349,1.671186056,2.032407806,2.394429078,-0.038914198,-0.046194244,-0.257463477,-0.726439533,-0.374827804,-1.358994478,0.968891686,-0.225583933,0.027084276,0.071322311,2.99,0
511,-0.25996089,0.998645786,1.437974634,0.038031353,0.125405256,-0.957775359,0.899757796,-0.270158696,-0.186834244,-0.291502974,-0.191254239,-0.391187004,-0.323257609,-0.554284134,0.970133367,0.319800381,-0.071469772,-0.113045968,-0.085893058,0.171634954,-0.316534843,-0.69753402,-0.035227576,0.322387428,-0.198796568,0.044629923,0.077317705,-0.125134869,8.93,0
239,1.167526651,-0.318288402,0.502463956,0.033904054,-0.584284752,0.024591688,-0.413737553,0.186412001,0.605944768,-0.221309819,1.115793218,0.941680714,-0.744337284,0.111580899,-0.686027923,-0.433618408,0.250640522,-0.596921964,0.39467487,-0.138335663,-0.040544175,0.09239604,-0.038320919,0.115914749,0.319733279,1.125327062,-0.058855274,-0.014191569,10.0,0
434,-0.679292516,1.120837093,1.319394198,1.249826716,1.147786232,-0.086534158,1.001435703,-0.039752022,-1.374496743,0.012874029,-1.627086266,-0.498173773,0.539217436,0.057768084,-0.153201655,0.99214329,-1.212355314,0.099774223,-1.110998395,-0.011140799,0.06752084,0.030112417,-0.296953792,-0.619849586,0.282799352,-0.059403791,0.048695127,0.109199771,25.03,0
179,-0.431091692,0.89075179,1.720542847,-0.238246455,0.273262887,-0.970190619,1.249910376,-0.483676086,-0.871156532,-0.3456891,-0.009360377,0.16827052,0.715169146,0.017895938,1.03167395,-0.3801928,-0.043459961,-0.857500149,1.167422337,0.290504853,-0.412643827,-1.112004923,-0.057683679,0.430112171,-0.063250262,0.723811361,-0.21069683,-0.161057644,27.99,0
0,-1.359807134,-0.072781173,2.536346738,1.378155224,-0.33832077,0.462387778,0.239598554,0.098697901,0.36378697,0.090794172,-0.551599533,-0.617800856,-0.991389847,-0.311169354,1.468176972,-0.470400525,0.207971242,0.02579058,0.40399296,0.251412098,-0.018306778,0.277837576,-0.11047391,0.066928075,0.128539358,-0.189114844,0.133558377,-0.021053053,149.62,0
46,1.006588583,-0.071105357,0.34761371,1.329684046,-0.193239541,0.155418221,0.00857355,0.146537701,0.103844303,0.031830025,1.070980867,0.940664826,-0.729473777,0.380114785,-0.729126305,-0.493402465,0.043555876,-0.40528965,-0.092584544,-0.091366857,-0.020238687,-0.018880624,-0.120966187,0.027381789,0.593863624,-0.334687922,0.02136801,0.015080401,67.97,0
34,-0.762255666,0.127767752,2.650056386,-1.875662771,-0.893356398,-0.268714889,-0.419863597,0.146233407,-0.86963529,-0.038651669,-0.686124387,-0.502910879,1.380826322,-1.039124606,0.652842089,1.898747563,-0.458413549,-0.559803243,-0.29510264,0.359392906,0.433349642,1.260402664,-0.404700036,0.094945523,0.480975977,-0.09068468,0.319222973,0.135599925,15.99,0
425,-0.367058186,1.035851243,1.108064492,-0.065458503,0.366305902,-0.322658467,0.596340239,0.109671602,-0.318671089,-0.543920665,-0.373580024,-0.304509058,-0.200768918,-0.349963399,1.212177704,0.211685137,0.177026862,-0.42545461,-0.311541957,0.073949915,-0.262880963,-0.671306969,-0.022586639,-0.347484866,-0.197109969,0.125082546,0.258795723,0.090689242,3.59,0
353,1.135845919,0.084163545,0.269572728,1.210034371,0.005127919,0.318050368,-0.082663816,0.191048748,0.157572985,0.062804191,0.750879871,0.743394385,-0.846860298,0.380863154,-0.694188414,-0.397984546,-0.067048971,-0.290147054,0.048852971,-0.203569594,-0.076927341,-0.063246348,-0.110678077,-0.306079052,0.65198281,-0.308066963,0.030276204,0.001830777,12.87,0
564,-2.422708227,2.544338338,-0.509210483,0.084549536,-1.431676563,-1.265684428,-0.776953356,1.697062211,-0.399876797,-0.466412839,-0.836636145,0.264950125,-0.246808402,0.747364156,0.856407504,0.844407355,0.689970819,0.039767682,-0.196731525,0.009864706,-0.196937739,-0.855361021,0.224607321,0.305454612,0.065000793,0.09688987,0.07278564,0.004235046,9.99,0
481,-2.752124108,-3.232167832,0.873035708,0.108216565,-2.451278862,0.486158951,3.152906595,-1.013086871,1.128325792,-0.939778452,-0.490740714,0.096216362,-0.043464806,-1.140294234,-0.728959791,0.199869491,-0.399117013,-0.603039424,-0.274478648,-0.102129817,-0.299790656,-0.003766676,0.545794483,0.853980677,-0.943650827,0.60782561,0.335130814,-0.561721154,1015.61,0
49,1.098608346,0.202423564,0.525455972,1.323436272,-0.130486421,0.039924307,0.028379416,0.072841071,-0.097869352,0.019512995,1.474413321,1.689674218,0.506780523,0.125136665,-0.892709712,-0.621679133,0.044340267,-0.642093954,-0.161986891,-0.128040892,-0.024971678,0.15426426,-0.063146743,0.253205307,0.629405435,-0.345344655,0.040469338,0.01026375,13.18,0
73,1.239048053,0.293284417,0.08647196,1.178277364,0.373343851,0.325596008,0.119318979,-0.025476251,0.173211363,-0.15418618,-1.089323262,0.870713977,1.177662135,-0.217738013,-0.161084219,-0.533762924,-0.108367597,-0.848424963,-0.056692824,-0.103570441,-0.148136188,-0.111892635,-0.173207278,-0.714729129,0.817359935,-0.263842752,0.047776818,0.008735382,1.0,0
532,-0.681072116,0.926830782,1.871161421,0.923396724,-0.438214643,0.110162582,0.918258554,-0.222899403,-0.040360102,0.239503151,1.039842233,0.386524122,-0.983549025,-0.061619869,-0.602061727,-0.580104457,-0.077507839,0.190753126,1.10921626,-0.087599047,-0.119717943,-0.13106501,-0.112667362,0.518058971,-0.330416688,-0.581855285,-0.36370708,-0.111442271,75.17,0
73,1.162280884,1.24817825,-1.581317148,1.475024194,1.138357059,-1.020373404,0.638387286,-0.136762248,-0.805504896,-1.4440364,2.846914186,0.627549,0.387778137,-3.279054301,0.553435024,0.910634312,2.698337459,1.302963477,-0.910148786,-0.016800217,-0.124011771,-0.227149831,-0.199184934,-0.289757395,0.776243576,-0.283950225,0.056746815,0.084706456,1.0,0
450,1.216890712,-0.735671037,0.236358303,-0.579814425,-1.178603901,-0.930514021,-0.386017988,-0.12091676,-1.081758579,0.861883865,1.226286669,0.108625445,-0.70968429,0.555629175,0.237259097,-1.142885149,-0.138678041,1.424469718,-0.56154043,-0.39237971,-0.291514097,-0.586820189,0.009280151,0.557000498,0.163172877,1.005773654,-0.087848084,0.006504099,75.65,0
184,1.199277668,0.365737836,0.428155251,0.617732707,-0.342609669,-0.845869259,0.041919491,-0.114616737,-0.360599588,-0.137369319,1.948868194,1.410297427,0.894622281,-0.235688937,0.292096329,0.578699331,-0.227218792,0.03313026,0.009131636,-0.025317734,-0.213354871,-0.615516879,0.132390788,0.517044673,0.185487336,0.061686036,-0.021503871,0.024434217,1.98,0
33,-0.935731509,0.170415774,2.746261269,-1.077964912,-0.305594036,0.011577039,-0.296178451,0.40277557,-0.040471746,-0.852045976,1.552109306,0.95356103,0.415429902,-0.233899925,0.452335832,0.844368277,-0.822739086,0.338821622,-1.214234428,-0.00541945,0.401212016,1.064864254,-0.158325436,0.295505486,-0.259369648,0.754194723,0.04666377,0.093947918,9.1,0
394,-0.553092103,1.667590646,-0.047357427,0.514248893,0.589388488,-0.635410523,1.126610867,-0.311882321,0.035247126,1.704936035,1.112336066,0.616777458,0.217651195,0.093269229,0.051643168,-0.471139993,-0.700957698,0.351665713,0.709548658,0.577734173,-0.033536548,0.687658355,-0.076693086,0.014809587,-0.590713382,-0.482998413,0.137717309,-0.334914691,1.55,0
242,-0.398935075,0.941953268,1.359288453,0.013490103,-0.191939978,-0.824440909,0.474948313,0.175556956,-0.362986724,-0.283273788,1.325201749,-0.396477304,-2.020689972,0.181072419,0.399853329,0.614077431,-0.052883399,0.53763728,0.135445718,-0.012257909,-0.222209702,-0.704461341,0.020806762,0.429138402,-0.286396851,0.048579385,0.229095606,0.085802239,2.69,0
218,-1.045668501,0.485509651,1.569232319,0.160929385,0.862461841,0.523043101,0.765996933,0.092998318,-0.037045458,-0.184662859,1.062635552,0.376407282,-1.423233787,0.075105626,-1.040320461,-0.70883895,-0.034008623,-0.759177728,-0.961683208,-0.377133222,0.01287506,0.359807872,-0.075787858,-0.317591114,-0.073339151,-0.532773143,-0.241139502,-0.124891245,17.56,0
