Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
441,-0.42133565,0.84537344,-0.18005264,-1.194077184,2.737800401,3.293114329,0.375298829,0.66092351,-0.31958809,-0.128709364,0.041619202,-0.436775846,-0.108979575,-0.467947208,1.084601233,0.583542647,-0.600490434,0.313820307,0.321886397,0.278626157,-0.309462385,-0.836050684,-0.053805028,0.940154624,-0.395774107,-0.006256453,0.060371028,-0.013897008,9.27,0
171,-0.365531734,1.006931845,1.108303668,-0.428693695,0.590512808,0.105473838,0.602926227,0.132309557,-0.636397654,-0.152232191,0.324882084,0.469855522,0.556565352,0.187392784,0.187945749,0.715895776,-1.09137979,0.472923128,0.740916147,0.165872526,-0.250030582,-0.663325224,-0.189398624,-0.845682201,-0.055759557,0.124844713,0.263524606,0.099578934,0.89,0
40,1.110692004,0.081941901,0.406063037,1.290740383,-0.169813148,0.120955383,-0.080845205,0.174373085,0.152070726,0.065266723,1.02454977,0.79313718,-1.015039703,0.422995452,-0.706629551,-0.488455358,0.058531448,-0.383627226,-0.074067698,-0.2198461,-0.056023985,-0.011603086,-0.070482892,0.004345191,0.603928641,-0.327424451,0.029889689,0.004944296,13.84,0
282,-0.35646619,0.725417515,1.971748889,0.831342715,0.369681435,-0.107776263,0.751609904,-0.12016626,-0.420674968,-0.059943219,-0.508270232,0.425506043,0.414309244,-0.698375267,-1.465348651,-0.119008625,-0.144735013,-1.332221249,-1.547440493,-0.13360212,0.02080379,0.424311755,-0.015989129,0.466754445,-0.809962007,0.657334415,-0.043150186,-0.046401395,0.0,0
172,-1.428534961,1.793577778,0.545758239,-0.399309007,0.673576897,0.745918946,-0.358474609,-4.044724433,0.232361774,-0.081319856,-1.281166446,-0.487201785,-1.010695786,0.297234744,0.515040615,0.229073289,-0.517037974,-0.117545086,-1.233761195,-1.012853247,3.844728601,-1.093705055,0.2568042,-0.869686899,0.252491469,-0.452726464,0.055280851,-0.153210998,2.29,0
378,-0.460445587,0.720560639,0.24783576,-0.687521024,-0.627671057,-1.12970975,0.426560471,0.055194973,-2.063462067,-0.278732165,-0.051371388,-0.375334671,1.281990091,-0.877698923,0.543343782,0.874039943,1.428132849,-0.933302845,1.239625199,0.344737648,0.329564677,0.705109685,0.037092678,0.373316311,-0.176941784,-0.156161346,0.01163128,0.116359292,85.25,0
266,-2.56496105,2.470984542,2.64941697,-1.564255709,1.794297039,-0.614741707,4.185906257,-3.855359015,5.436633396,8.737457806,1.682962958,-1.309535687,-0.052481298,-4.890716387,1.60814072,-1.66607798,-2.435921425,-1.16940153,-0.428481921,3.564137979,-1.672706463,-0.463149141,-0.532466362,0.306493529,0.226844144,-0.365415746,-0.936734933,-2.733887119,10.35,0
145,-2.420412824,1.947885385,0.553646043,0.983068886,-0.281518066,2.408957552,-1.40161343,-0.188299113,0.675877503,0.158497491,-1.224951318,1.314705078,0.30441192,-0.290217599,-2.01454784,-0.772800501,0.696761204,0.017913579,2.1772495,-0.276206701,1.213825987,-1.238619921,0.006927308,-1.724222084,0.239602695,-0.31370295,-0.18828088,0.119830988,6.0,0
135,-0.54188941,0.907744834,0.941841931,0.993747888,0.844723948,0.360279963,0.761736832,-0.222477053,0.179747696,0.408008155,-2.061908155,-0.71990403,-0.367007292,-0.28650681,0.180705099,-0.593469378,-0.25066099,0.230033158,1.633690689,0.146139609,-0.203112395,-0.122943687,-0.438461573,-0.996350433,0.09379569,-0.216345753,0.015375399,-0.03849078,23.57,0
153,-0.648576026,0.740564583,1.8003815,0.140825684,0.050646442,-0.257415304,0.920469708,-0.422028002,0.590522449,0.300759584,-0.172947796,-0.103424421,-0.774136093,-0.589982858,-0.035946772,-0.935951855,0.240258706,-1.126232946,-0.131411403,0.062914236,-0.229106585,-0.161205344,-0.112529796,0.420750206,-0.13991383,0.163192735,-0.469013664,-0.350543139,22.99,0
550,0.601635839,-1.634334942,1.042737854,1.063767824,-1.872932781,0.247780877,-0.69990889,0.211613085,-0.24883269,0.658580129,0.510156357,0.445604237,-0.968040602,-0.118080406,-1.163945834,-1.435769284,0.109774018,1.655797152,-0.670856257,0.003128457,-0.302662243,-0.926638891,-0.144533819,0.484126562,0.113314801,-0.498559988,0.028261474,0.084219544,317.25,0
318,1.491205021,-0.246291572,-0.386057979,-0.780637851,-0.340415627,-1.110700989,-0.004047789,-0.410925507,-1.203188925,0.672477712,-0.577987712,-0.481010189,0.768684988,-0.027831659,0.396406497,0.84465716,0.19466881,-1.509075816,0.82024513,0.109400859,0.161920145,0.441320557,-0.229694573,-0.056776349,0.879712322,-0.055351508,-0.025083973,-0.002583618,10.0,0
452,-0.693682517,-0.166271691,2.036280787,-2.227708316,-0.186089943,0.885565597,-0.113835745,0.165882282,-0.889372321,0.278742004,0.256235485,-1.268649527,-0.846928105,-0.47154231,0.335876592,1.845123111,-0.609403705,-0.231780919,0.115881372,0.084118743,0.376480312,1.048357228,-0.544973559,-1.143769268,0.419313067,-0.08465451,-0.21291186,-0.200410345,49.98,0
77,-1.165721747,1.485336811,0.156418075,0.92437833,0.131745604,0.996965256,-0.167117113,1.262616793,-0.584844218,-0.553365712,0.138042275,0.690798548,-0.420525662,0.978769726,1.097810371,-1.912551282,1.780960922,-2.120498266,-1.023459729,-0.321114245,0.314751517,1.046647587,0.15640356,-0.628123355,-0.702366656,-0.224025083,0.14542464,0.116397682,11.83,0
368,-0.409899593,1.183087565,1.598967048,0.353088354,0.30971002,-0.312399992,0.707197413,-0.04320649,-0.892868987,-0.684800184,0.237011018,0.513399774,1.258257779,-0.521488332,1.403897714,-0.243457561,0.491733589,-0.618058044,0.293941889,0.117258109,-0.163370812,-0.396155273,-0.069497774,0.069734973,-0.298406889,0.199188201,0.099692434,0.118617202,1.98,0
62,-1.035105818,0.996013128,2.192470136,-0.170445303,-0.302319739,-0.142255768,0.223431774,0.28904341,0.094140891,-0.157858733,-0.386373549,-0.628633662,-1.023958211,0.098433875,1.562288762,0.168577702,-0.148826411,-0.28592721,-0.483363894,0.180287627,-0.098000008,-0.170245844,-0.137227527,0.055228279,0.079347554,0.302032602,0.39137735,0.196599881,5.99,0
490,-0.215043036,0.65219023,1.107882384,1.265935183,2.3663003,4.393731587,-0.412468839,0.96064414,-0.914003137,0.745978882,-0.38845497,-0.683481233,0.174721788,-0.197216822,1.423125625,0.906269734,-1.0866268,0.90702392,0.226867374,0.266120252,0.103830156,0.304199138,-0.127454562,0.994760541,-0.501053401,0.039003168,0.024135224,-0.056240968,3.44,0
92,-5.285970513,4.847323197,-1.290368385,-1.427842353,-0.621533346,-0.604690515,0.437865925,0.336383684,3.5583733,6.427801966,1.401383172,0.667167377,0.314681509,-1.860653094,0.558541544,0.314815183,-0.701307704,0.20609248,-0.208238494,2.962483831,-0.923604054,-1.171186819,0.150871587,-0.493322254,1.050553907,0.194864958,2.490503055,1.575379799,8.95,0
73,1.239048053,0.293284417,0.08647196,1.178277364,0.373343851,0.325596008,0.119318979,-0.025476251,0.173211363,-0.15418618,-1.089323262,0.870713977,1.177662135,-0.217738013,-0.161084219,-0.533762924,-0.108367597,-0.848424963,-0.056692824,-0.103570441,-0.148136188,-0.111892635,-0.173207278,-0.714729129,0.817359935,-0.263842752,0.047776818,0.008735382,1.0,0
369,1.255729408,0.297650062,0.287526409,0.699902086,-0.438405256,-1.088542438,0.034421481,-0.159595857,0.14998966,-0.260027513,-0.202845457,-0.178269773,-0.54681741,-0.133805464,1.179252941,0.516409851,0.036999064,-0.202477438,-0.191225043,-0.129758981,-0.296736011,-0.894374277,0.137805513,0.318640737,0.190561733,0.097318944,-0.028174478,0.029140604,1.98,0
265,0.073631482,1.051207329,-0.281222562,0.853748808,1.065965738,1.21919719,-1.225596906,-2.262214274,-0.584441019,-1.418769413,0.958529021,0.89014718,0.275971998,-0.613831959,1.837590912,-0.600710684,1.918818038,-1.533815049,-2.479603685,0.420519428,-1.15012824,0.870673096,-0.266732961,-1.048732455,0.232705373,-0.262462875,0.187976231,0.231428066,1.0,0
288,1.268068763,0.28583165,-0.147276025,1.047741726,0.67211544,0.656656256,0.138314673,-0.010785448,0.158270869,-0.166168994,-1.531167329,0.871081072,1.6248513,-0.319368704,-0.157591231,-0.385908135,-0.331838627,-0.707136534,0.150423263,-0.051827753,-0.17762695,-0.189526077,-0.251549307,-1.26623557,0.90189869,-0.230844609,0.048270701,0.004763759,6.54,0
44,-0.948896383,0.24841362,2.956914245,2.813749991,0.145538802,-0.027352972,0.133701634,-0.307534957,-0.125243761,1.0349396,-0.53264784,-0.189877966,0.081222188,-0.939053268,0.08118723,-0.129784753,-0.174353463,-0.090290993,0.222434544,-0.056186326,-0.083646907,0.416090082,0.207536735,0.716064035,-0.602311115,-0.064230014,-0.315057518,-0.272463332,0.75,0
220,1.219112097,0.053694134,-0.18032073,0.680940922,0.521583985,0.893232536,-0.201393423,0.333033499,0.100312094,0.194016376,-0.233573338,-0.442221838,-1.488922355,0.803478551,0.866548282,0.789377988,-0.996282868,0.394383089,0.29186127,-0.179394879,-0.364700154,-1.198737848,-0.024732532,-1.82484141,0.334878475,-0.589181095,0.019988218,0.00053203,22.58,0
171,-0.957819798,0.247979463,3.772856852,3.311385046,-1.305427246,1.668378567,-0.671931223,0.453987296,0.555107073,0.785059045,0.018821779,-0.383684431,-2.207123113,-0.949910909,-1.530399654,-0.477740069,0.562765743,0.919277229,1.556736793,-0.065313461,0.107106383,0.866859294,-0.43198589,0.581400454,-0.015714579,0.462414335,-0.179223585,-0.17154364,71.69,0
169,-4.066862271,-5.081215162,-0.11690781,-1.312829273,2.688762246,2.755894978,-1.999094634,1.726412535,-0.413594233,-0.76934304,-1.265962903,-0.306976373,0.096136239,-0.581299332,-1.597357603,1.213666492,0.298187371,-0.60404766,0.534227573,1.876937166,0.794925643,0.294822646,0.429790528,1.059319975,0.606301318,-0.183100838,-0.057776675,-0.532404119,355.51,0
439,1.258777739,-0.05931276,0.314051845,-0.111066733,-0.503006121,-0.704088585,-0.156473113,-0.051543718,0.369291887,-0.210175904,-0.133846325,-0.131048188,-0.720066615,0.423255175,1.475941727,0.000962489,0.020428459,-0.848828048,-0.281283414,-0.156057415,-0.092730012,-0.249495726,0.086933661,0.12484758,0.141428628,0.992693407,-0.072255526,-0.001742516,0.77,0
421,1.121785087,0.206367288,0.529086016,1.318228783,-0.161514781,0.024066812,-0.020503357,0.103401335,-0.023410734,0.039350897,1.391993023,1.432679109,0.02233205,0.218358253,-0.841327901,-0.600662977,0.071538587,-0.585419895,-0.154840582,-0.183744711,-0.037896931,0.121195339,-0.04662255,0.239375996,0.617559531,-0.342429486,0.03961795,0.00710722,1.0,0
95,1.195571618,0.258857846,0.635796446,0.64125736,-0.395081078,-0.694666651,0.034086452,-0.124346327,-0.078400251,-0.128968446,0.407234503,0.904339996,0.881174108,0.159115342,1.18925555,-0.115160913,-0.062657734,-1.176855132,-0.604592768,-0.095420685,-0.201249005,-0.516924959,0.199095572,0.412551922,0.122983942,0.101939605,-0.007845593,0.020214008,1.29,0
509,1.166591755,0.124033374,0.38199894,1.40355582,-0.254472682,-0.209577143,-0.016416583,0.054509544,0.47564672,-0.088238501,-0.744388317,-0.118819739,-1.350503218,0.308071727,0.039626479,-0.666137669,0.333222414,-0.828916718,-0.359029045,-0.271210355,-0.116682247,-0.1554965,-0.04608533,0.061415534,0.622486699,-0.308574764,0.03217297,0.013178495,6.99,0
550,-1.203351213,1.774640969,0.29929991,-0.418264754,0.484617042,0.071522618,0.046899207,-1.492543022,0.308864547,0.271294633,-1.53280794,-0.702163218,-0.258115985,-0.485219687,1.057280191,0.787659983,-0.357700747,0.382133004,0.350549744,0.035567678,1.100058727,-1.561117852,0.054078324,-1.119102875,0.145057009,0.182842662,0.528715801,0.218047947,2.67,0
549,1.422461023,-0.547421898,-0.147437554,-0.615979102,-0.677018284,-0.825597404,-0.295487346,-0.237954141,-0.639154188,0.590816282,-1.034475933,-0.957039625,-0.476744725,-0.111483291,-0.131444285,0.698355602,0.474285433,-1.427977927,0.99971622,0.064030586,0.122827206,0.34216069,-0.236404067,-0.07752817,0.828617608,-0.034126116,-0.017270501,0.000945628,30.0,0
575,-0.572263019,0.731748243,1.541254212,0.150506094,1.10897409,0.372151601,1.084879476,-0.146328951,-0.274446612,-0.663670138,-1.184812679,0.489481658,1.051276466,-0.592285867,-0.66423606,-0.451183849,-0.41816046,-0.785998526,-0.547119244,0.056543922,-0.143508128,-0.107581774,-0.418263292,-0.731029407,0.877524965,-0.364150378,-0.177508746,-0.25654494,26.72,0
444,0.548588125,-1.106394323,-0.6508811,0.572799288,-0.148004058,0.055980723,0.551553049,-0.133969888,-0.204957386,-0.036852731,0.326795193,0.47019302,0.202573084,0.557297781,0.374304725,0.721662366,-1.015090089,0.630461329,0.402817417,0.742848836,0.212745142,-0.279628093,-0.568728867,-0.779206876,0.507367082,0.410568877,-0.121733927,0.056037778,399.07,0
7,-0.644269442,1.417963545,1.074380376,-0.492199018,0.948934095,0.428118463,1.120631358,-3.807864239,0.615374731,1.249376178,-0.619467796,0.291474353,1.757964214,-1.32386522,0.686132504,-0.076126999,-1.222127345,-0.35822157,0.324504731,-0.156741852,1.94346534,-1.01545471,0.05750353,-0.649709006,-0.415266566,-0.051634297,-1.206921081,-1.085339188,40.8,0
180,1.294032785,-0.762808543,0.111245009,-0.535421073,-1.134396007,-0.937699156,-0.477580647,-0.041693601,-0.685741138,0.801350785,0.996133858,-0.960861346,-2.420594624,0.477474259,-0.690166384,0.773869319,0.578842806,-0.944706421,1.030467162,-0.022437204,0.211623439,0.432048378,-0.156996151,0.526054775,0.639294871,-0.091241541,-0.034939542,-0.002709507,48.0,0
427,0.173200432,-1.823346056,0.307208485,1.342690667,-1.358110718,-0.136943694,0.355662815,-0.159310859,0.854919118,-0.581898525,-0.898873063,0.847338394,0.40789131,-0.449137192,-0.873602374,-0.431307453,0.249964709,-0.582009346,0.18821947,0.986324948,0.182255069,-0.32755542,-0.536358775,0.507572679,0.33185285,0.469279934,-0.102721495,0.106900915,539.17,0
427,1.031076262,-0.455232992,1.561884491,1.562478535,-0.93012702,1.407877534,-1.148563277,0.62670233,1.465479945,-0.245997989,0.096603876,1.195629699,-0.768874996,-0.72877717,-2.027927632,-0.554018199,0.283586474,-0.121894808,0.295542909,-0.211591354,-0.080414359,0.240504444,-0.087826124,-0.275648307,0.470777618,-0.244789345,0.1118754,0.019805549,10.0,0
54,1.202398328,0.321711387,0.281210894,0.643688582,-0.148668596,-0.589738667,0.04841255,-0.09336125,-0.042934036,-0.343245662,0.235106051,0.569881915,0.676330389,-0.351249746,1.295130059,0.164859782,0.246413935,-0.804462522,-0.561740543,-0.070750567,-0.251113124,-0.680155165,0.148162527,0.047061501,0.157049746,0.121934641,-0.004607898,0.029418109,7.53,0
559,-1.859011468,2.119134323,-0.034072645,0.099485732,-1.046837376,-1.210226227,-0.433630175,1.261115592,-0.419833446,-0.546292742,-0.712022291,0.097266042,-0.309663885,0.502753657,0.880262276,0.741252782,0.531486834,0.016875439,-0.161704917,-0.007672762,-0.208053623,-0.824564873,0.142968148,0.310898688,-0.014682051,0.089731332,0.093359673,0.008070433,8.99,0
125,-0.724910392,0.073475018,1.739546615,0.758588063,0.22954257,2.422069218,0.196687939,0.861076214,0.099101544,-0.73040486,1.327101478,1.005463164,-0.98788957,-0.09071625,-0.711232836,-1.635742873,1.150430617,-1.610389584,-1.044670757,-0.04421517,0.188695537,0.738514964,0.145932699,-1.032185662,-0.087511227,-0.221062781,0.108167891,0.011784668,113.0,0
160,-1.551481611,-1.053346034,0.762805729,1.335129061,-2.58552304,1.942252364,1.646686865,0.641265549,-0.649862121,-0.894433571,0.988291378,0.88242292,1.05786513,0.211819844,1.151374994,0.721920217,-0.580298939,1.213069482,-0.249192642,1.433397194,0.867609117,1.254200716,1.572314555,-0.356253923,-0.210821219,-0.229606724,-0.205431387,0.039257942,700.0,0
246,-1.077045918,2.140915813,1.152883756,2.4588339,0.576572373,0.845960887,0.015986895,-2.764261569,-1.114618237,1.43836983,-1.015372365,0.074781547,1.623446644,-0.270680727,1.074918999,-0.02232697,-0.333327228,0.269594459,0.997790756,-0.237666882,2.429373605,-0.244539304,0.063245956,-0.448631099,-0.236189512,0.233936972,-0.295667683,-0.054944516,1.5,0
464,-0.839472782,1.349968467,0.478163335,0.507629155,0.539551233,0.430460613,0.237863643,0.58988293,-0.89651454,-0.012142665,0.550147651,0.73439634,0.52869876,0.681578958,0.563012069,-0.082055856,-0.344145646,0.417524179,0.665014045,0.019276227,0.186384293,0.583830371,-0.137196816,-0.836186213,-0.138521526,-0.259281737,0.18176047,0.130868077,1.48,0
29,0.996369532,-0.122588787,0.546819473,0.706579541,0.134559557,1.156995112,-0.294561331,0.407429099,0.337862664,-0.408150493,0.682646124,1.253719685,0.391917044,-0.037510858,0.795301519,-1.668210591,1.322994882,-2.830035229,-1.463431688,-0.20346121,-0.076301837,0.108866913,0.16223094,-0.575624048,0.109794915,0.373813367,0.050552197,0.005105559,20.53,0
194,-0.931154307,0.82588911,0.168007968,-0.077211689,2.966451847,4.099506482,-0.146900852,-1.111250968,-0.023183356,0.395386727,-0.474706738,-0.181066303,-0.346984397,-0.252545938,0.066340089,-0.636039898,-0.326118565,0.140925881,1.207499829,-0.181541983,1.317467331,-0.700836478,-0.217694085,0.9964802,0.292649008,-0.317728253,-0.221212331,-0.300920242,5.99,0
487,0.17485732,2.035550324,-1.866660694,1.420852692,0.829644248,-1.683504947,1.014476153,-0.303887001,0.196619884,0.129235398,2.643747277,-0.317018824,-1.015285122,-3.601835731,0.517658044,0.862952773,2.556381897,1.950360851,-0.282786918,0.508856287,-0.233183524,-0.111162849,0.093547301,0.159321442,-0.414131989,-0.443439253,0.409370788,-0.042075051,8.99,0
325,1.409185924,-0.383685926,0.256251855,-0.703150205,-0.763573514,-0.732256561,-0.3506583,-0.285737734,-1.032102944,0.629431439,-0.668417745,0.479063948,1.890291745,-0.237055078,0.845158255,-1.100665499,-0.338681523,0.838398514,-0.585140547,-0.343626433,-0.498190423,-0.918542231,0.05554841,-0.067339277,0.208494751,0.929543066,-0.047750993,0.010905288,17.24,0
140,-4.636533664,-5.931717441,-0.227301246,-2.737271346,7.672543966,-0.996354542,-3.391184496,1.236266814,1.129461935,-1.461860881,-0.32643068,0.597189552,-0.02746766,0.506505348,0.819288065,0.194869169,-1.172599822,0.596973854,-0.502619121,1.522136629,0.655844388,-0.047157855,0.869558211,1.020754789,0.706124562,-0.207096108,-0.167680268,0.217684965,65.0,0
514,-1.045042067,0.957420517,1.38802294,0.195389153,-0.327384625,-0.643709664,0.521262101,0.174238412,0.063057537,-0.373987704,-0.957853647,-0.049541262,-0.576466834,-0.013987189,-0.359348978,-0.359774745,0.143462772,-0.467880697,0.389909226,0.022504672,-0.182403257,-0.311953306,-0.14026762,0.400592003,-0.050206934,0.201239891,-0.092265455,-0.134806458,30.49,0
393,-2.595499719,1.311591816,1.323081307,-1.127848902,0.307467369,-0.518201825,-2.098816632,-4.382468958,1.724534556,0.198679922,0.381591794,0.780889732,-0.247810882,0.0469023,2.501394702,-1.432126842,0.732979441,-0.183239271,1.075630877,-1.148674304,3.980383833,-0.835844602,-1.786328942,0.485594402,-0.53515806,-0.684143186,-0.422542032,0.047078038,64.04,0
283,0.948031797,0.318724757,0.730590898,2.583975169,-0.206464838,-0.2131797,0.220328528,-0.062070303,-0.868018102,0.581173638,0.101195399,0.470399635,0.67528087,0.209463495,0.704330417,0.309108159,-0.281680587,-0.924687992,-1.521306913,0.034971404,0.039314676,-0.069829592,0.004094198,0.39645882,0.295033036,-0.076225776,-0.004447648,0.041688095,94.5,0
211,0.263523486,-1.812896806,-0.311086762,0.412929594,-0.794605397,0.196364792,0.416625915,-0.062991181,0.345392201,-0.363639666,0.379691153,0.911096513,0.133218505,0.118926728,-0.674517208,0.337849604,-0.450552,-0.001172858,0.858372836,1.010958119,0.002672337,-1.04234241,-0.480537703,-0.414742512,0.111705661,0.819589851,-0.168906284,0.07820301,526.96,0
439,-0.142561597,0.995908031,1.348948763,0.651921501,0.402290102,-0.141451962,0.735365881,-0.182280962,-0.552171796,0.377373819,1.080587713,0.913908499,1.023626159,-0.042831767,0.300918249,-0.075265179,-0.794749346,0.786581132,0.660981483,0.273829853,0.259457175,1.160833337,-0.260795036,0.051829996,-0.405058237,-0.273671855,0.30434859,0.023758618,3.67,0
33,-0.607877143,1.031345078,1.740449737,1.23210555,0.41859226,0.119168119,0.850892666,-0.176267419,-0.243501348,0.14845549,-0.387003094,0.398299277,0.481916748,-0.365439093,0.235544572,-1.34781146,0.50464826,-0.798404511,0.759710307,0.254324778,-0.087329191,0.25831528,-0.264775023,0.118282367,0.173508081,-0.217041287,0.094311913,-0.033041296,14.8,0
23,1.17328461,0.353497877,0.283905065,1.133563318,-0.172577182,-0.916053707,0.369024845,-0.327260242,-0.246651028,-0.046139302,-0.143418527,0.979350376,1.492285435,0.101417526,0.761477545,-0.014584082,-0.511640117,-0.325056355,-0.390933798,0.027877909,0.067003304,0.227811928,-0.150487225,0.435045103,0.72482458,-0.33708206,0.016368379,0.030041191,41.88,0
525,-0.755011344,-0.517761009,1.760091301,-0.65420591,-0.039142998,-0.492846593,-0.047344674,0.118935991,0.734444258,-1.053517176,-1.229568532,0.736010638,0.860724522,-0.879886872,-1.067432119,0.141057448,-0.332026321,-0.509743395,-0.067227131,0.239908157,-0.04960775,-0.20090406,0.268931258,0.108086908,-0.468659525,0.729549275,-0.017461817,0.077163317,79.54,0
480,-1.448818005,-1.27208958,0.08064699,-0.122034224,-1.711965979,0.611857677,3.310782329,-0.372438304,-0.716214439,-1.402868711,-0.206043729,0.570597431,1.196627248,-0.095869546,0.099640001,-0.622804499,0.239793002,-0.904960309,-0.038763651,1.612857064,0.456931043,0.223930819,1.501474196,0.121535754,0.37516593,1.08408313,-0.300846905,0.050742088,732.0,0
132,-0.394815704,1.054418297,1.206361271,-0.28923239,0.610283924,0.081529341,0.687720988,0.065340718,-0.501623229,-0.387104736,-0.748656331,0.317262072,1.209455161,-0.089114235,1.045811125,0.101501487,-0.479842165,-0.656485152,-0.035922329,0.160782592,-0.243154473,-0.548387502,-0.107137647,-0.757096547,-0.119197083,0.149368196,0.287359727,0.111322399,3.87,0
209,-5.852465108,5.26737615,-1.761894935,-1.441250063,-0.988528968,-0.672186732,0.075759669,0.774198153,3.580112198,6.510779226,1.276495686,0.837057429,0.377257168,-1.614809223,0.534728164,0.416673221,-0.54182781,0.228258298,-0.243878982,2.983262081,-0.910910332,-1.204988487,0.215766032,-0.498065935,1.125918008,0.201449737,2.468867101,1.573083584,8.97,0
227,-1.465380992,1.382171684,1.019789918,0.250367121,1.011414474,-1.281807189,1.186866057,-0.312608099,-0.70150296,-1.067341277,0.205773218,0.315038324,1.297578948,-1.95178242,0.410606163,0.622670687,0.534444833,0.48583697,-1.096382118,0.004783724,-0.038147464,0.083480742,-0.266017332,0.270832696,0.754352711,-0.491529029,-0.689818884,-0.329373595,1.0,0
490,0.716661837,-1.097811768,0.629443205,1.939510396,-0.494739457,1.819964773,-0.624840257,0.482657355,0.783612238,0.20710545,-1.392283097,0.330364031,-0.57491995,-0.737417142,-2.643564121,0.604757884,-0.450969427,0.219756713,0.96777979,0.388817774,-0.263285966,-0.978692921,-0.359243985,-1.3320205,0.296656318,0.937425204,-0.068357016,0.032838929,254.41,0
